OrphaCode,DisorderName,GeneSymbol,GeneName,GeneLocus
98938,Colobomatous microphthalmia,SOX2,SRY-box transcription factor 2,3q26.33
98938,Colobomatous microphthalmia,SIX6,SIX homeobox 6,14q23.1
98938,Colobomatous microphthalmia,OTX2,orthodenticle homeobox 2,14q22.3
98938,Colobomatous microphthalmia,RAX,retina and anterior neural fold homeobox,18q21.32
98938,Colobomatous microphthalmia,ALDH1A3,aldehyde dehydrogenase 1 family member A3,15q26.3
98938,Colobomatous microphthalmia,PORCN,porcupine O-acyltransferase,Xp11.23
98949,Complete cryptophthalmia,FREM2,FRAS1 related extracellular matrix 2,13q13.3
98947,Coloboma of optic disc,FZD5,frizzled class receptor 5,2q33.3
98947,Coloboma of optic disc,SALL2,spalt like transcription factor 2,14q11.2
98947,Coloboma of optic disc,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98947,Coloboma of optic disc,PAX6,paired box 6,11p13
98945,Coloboma of macula,FZD5,frizzled class receptor 5,2q33.3
98945,Coloboma of macula,SALL2,spalt like transcription factor 2,14q11.2
98945,Coloboma of macula,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98945,Coloboma of macula,PAX6,paired box 6,11p13
98946,Coloboma of eyelid,FZD5,frizzled class receptor 5,2q33.3
98946,Coloboma of eyelid,SALL2,spalt like transcription factor 2,14q11.2
98946,Coloboma of eyelid,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98946,Coloboma of eyelid,PAX6,paired box 6,11p13
98943,Coloboma of eye lens,FZD5,frizzled class receptor 5,2q33.3
98943,Coloboma of eye lens,SALL2,spalt like transcription factor 2,14q11.2
98943,Coloboma of eye lens,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98943,Coloboma of eye lens,PAX6,paired box 6,11p13
98944,Coloboma of iris,ACTG1,actin gamma 1,17q25.3
98944,Coloboma of iris,FZD5,frizzled class receptor 5,2q33.3
98944,Coloboma of iris,SALL2,spalt like transcription factor 2,14q11.2
98944,Coloboma of iris,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98944,Coloboma of iris,PAX6,paired box 6,11p13
98957,Gelatinous drop-like corneal dystrophy,TACSTD2,tumor associated calcium signal transducer 2,1p32.1
98956,Epithelial basement membrane dystrophy,TGFBI,transforming growth factor beta induced,5q31.1
98954,Meesmann corneal dystrophy,KRT12,keratin 12,17q21.2
98954,Meesmann corneal dystrophy,KRT3,keratin 3,12q13.13
98964,Lattice corneal dystrophy type I,TGFBI,transforming growth factor beta induced,5q31.1
98963,Granular corneal dystrophy type II,TGFBI,transforming growth factor beta induced,5q31.1
98962,Granular corneal dystrophy type I,TGFBI,transforming growth factor beta induced,5q31.1
98961,Reis-Bücklers corneal dystrophy,TGFBI,transforming growth factor beta induced,5q31.1
98960,Thiel-Behnke corneal dystrophy,TGFBI,transforming growth factor beta induced,5q31.1
98973,Posterior polymorphous corneal dystrophy,VSX1,visual system homeobox 1,20p11.21
98973,Posterior polymorphous corneal dystrophy,ZEB1,zinc finger E-box binding homeobox 1,10p11.22
98973,Posterior polymorphous corneal dystrophy,COL8A2,collagen type VIII alpha 2 chain,1p34.3
98973,Posterior polymorphous corneal dystrophy,OVOL2,ovo like zinc finger 2,20p11.23
98973,Posterior polymorphous corneal dystrophy,GRHL2,grainyhead like transcription factor 2,8q22.3
98974,Fuchs endothelial corneal dystrophy,SLC4A11,solute carrier family 4 member 11,20p13
98974,Fuchs endothelial corneal dystrophy,ZEB1,zinc finger E-box binding homeobox 1,10p11.22
98974,Fuchs endothelial corneal dystrophy,COL8A2,collagen type VIII alpha 2 chain,1p34.3
98974,Fuchs endothelial corneal dystrophy,TCF4,transcription factor 4,18q21.2
98974,Fuchs endothelial corneal dystrophy,AGBL1,AGBL carboxypeptidase 1,15q25.3
98967,Schnyder corneal dystrophy,UBIAD1,UbiA prenyltransferase domain containing 1,1p36.22
98969,Macular corneal dystrophy,CHST6,carbohydrate sulfotransferase 6,16q23.1
98970,Fleck corneal dystrophy,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",2q34
98976,Congenital glaucoma,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2p22.2
98976,Congenital glaucoma,MYOC,myocilin,1q24.3
98976,Congenital glaucoma,LTBP2,latent transforming growth factor beta binding protein 2,14q24.3
98976,Congenital glaucoma,TEK,TEK receptor tyrosine kinase,9p21.2
98977,Juvenile glaucoma,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2p22.2
98977,Juvenile glaucoma,MYOC,myocilin,1q24.3
98977,Juvenile glaucoma,EFEMP1,EGF containing fibulin extracellular matrix protein 1,2p16.1
98978,Axenfeld anomaly,PITX2,paired like homeodomain 2,4q25
98978,Axenfeld anomaly,FOXC1,forkhead box C1,6p25.3
98988,Early-onset anterior polar cataract,CRYAA,crystallin alpha A,21q22.3
98988,Early-onset anterior polar cataract,CRYBB3,crystallin beta B3,22q11.23
98988,Early-onset anterior polar cataract,CRYGB,crystallin gamma B,2q33.3
98988,Early-onset anterior polar cataract,CRYBA2,crystallin beta A2,2q35
98990,Coralliform cataract,CRYGD,crystallin gamma D,2q33.3
98989,Cerulean cataract,CRYBB2,crystallin beta B2,22q11.23
98989,Cerulean cataract,CRYGD,crystallin gamma D,2q33.3
98989,Cerulean cataract,MIP,major intrinsic protein of lens fiber,12q13.3
98989,Cerulean cataract,MAF,MAF bZIP transcription factor,16q23.2
98984,Pulverulent cataract,BFSP2,beaded filament structural protein 2,3q22.1
98984,Pulverulent cataract,CRYBB2,crystallin beta B2,22q11.23
98984,Pulverulent cataract,CRYGC,crystallin gamma C,2q33.3
98984,Pulverulent cataract,CRYGD,crystallin gamma D,2q33.3
98984,Pulverulent cataract,GJA3,gap junction protein alpha 3,13q12.11
98984,Pulverulent cataract,GJA8,gap junction protein alpha 8,1q21.2
98984,Pulverulent cataract,CRYBB1,crystallin beta B1,22q12.1
98984,Pulverulent cataract,MAF,MAF bZIP transcription factor,16q23.2
98984,Pulverulent cataract,VIM,vimentin,10p13
98985,Early-onset sutural cataract,BFSP2,beaded filament structural protein 2,3q22.1
98985,Early-onset sutural cataract,CRYBA1,crystallin beta A1,17q11.2
98985,Early-onset sutural cataract,CRYBB2,crystallin beta B2,22q11.23
98985,Early-onset sutural cataract,GJA8,gap junction protein alpha 8,1q21.2
98985,Early-onset sutural cataract,MIP,major intrinsic protein of lens fiber,12q13.3
98985,Early-onset sutural cataract,CRYGS,crystallin gamma S,3q27.3
98991,Early-onset nuclear cataract,WFS1,wolframin ER transmembrane glycoprotein,4p16.1
98991,Early-onset nuclear cataract,CRYAA,crystallin alpha A,21q22.3
98991,Early-onset nuclear cataract,CRYAB,crystallin alpha B,11q23.1
98991,Early-onset nuclear cataract,CRYBA1,crystallin beta A1,17q11.2
98991,Early-onset nuclear cataract,CRYBB2,crystallin beta B2,22q11.23
98991,Early-onset nuclear cataract,CRYBB3,crystallin beta B3,22q11.23
98991,Early-onset nuclear cataract,CRYGC,crystallin gamma C,2q33.3
98991,Early-onset nuclear cataract,CRYGD,crystallin gamma D,2q33.3
98991,Early-onset nuclear cataract,GJA3,gap junction protein alpha 3,13q12.11
98991,Early-onset nuclear cataract,GJA8,gap junction protein alpha 8,1q21.2
98991,Early-onset nuclear cataract,MIP,major intrinsic protein of lens fiber,12q13.3
98991,Early-onset nuclear cataract,CRYBB1,crystallin beta B1,22q12.1
98991,Early-onset nuclear cataract,NHS,NHS actin remodeling regulator,Xp22.2-p22.13
98991,Early-onset nuclear cataract,BFSP1,beaded filament structural protein 1,20p12.1
98991,Early-onset nuclear cataract,EPHA2,EPH receptor A2,1p36.13
98991,Early-onset nuclear cataract,FYCO1,FYVE and coiled-coil domain autophagy adaptor 1,3p21.31
98991,Early-onset nuclear cataract,UNC45B,unc-45 myosin chaperone B,17q12
98991,Early-onset nuclear cataract,CRYBA2,crystallin beta A2,2q35
98994,Total early-onset cataract,CRYAA,crystallin alpha A,21q22.3
98994,Total early-onset cataract,CRYBB2,crystallin beta B2,22q11.23
98994,Total early-onset cataract,GJA8,gap junction protein alpha 8,1q21.2
98994,Total early-onset cataract,HSF4,heat shock transcription factor 4,16q22.1
98994,Total early-onset cataract,MIP,major intrinsic protein of lens fiber,12q13.3
98994,Total early-onset cataract,NHS,NHS actin remodeling regulator,Xp22.2-p22.13
98994,Total early-onset cataract,LIM2,lens intrinsic membrane protein 2,19q13.41
98994,Total early-onset cataract,EPHA2,EPH receptor A2,1p36.13
98994,Total early-onset cataract,FYCO1,FYVE and coiled-coil domain autophagy adaptor 1,3p21.31
98994,Total early-onset cataract,AGK,acylglycerol kinase,7q34
98994,Total early-onset cataract,CRYGB,crystallin gamma B,2q33.3
98994,Total early-onset cataract,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group),6p24.3-p24.2
98994,Total early-onset cataract,LSS,lanosterol synthase,21q22.3
98994,Total early-onset cataract,PGRMC1,progesterone receptor membrane component 1,Xq24
98994,Total early-onset cataract,LEMD2,LEM domain nuclear envelope protein 2,6p21.31
98994,Total early-onset cataract,DNMBP,dynamin binding protein,10q24.2
98994,Total early-onset cataract,SIPA1L3,signal induced proliferation associated 1 like 3,19q13.13-q13.2
98993,Early-onset posterior polar cataract,PITX3,paired like homeodomain 3,10q24.32
98993,Early-onset posterior polar cataract,CRYAB,crystallin alpha B,11q23.1
98993,Early-onset posterior polar cataract,CRYBA1,crystallin beta A1,17q11.2
98993,Early-onset posterior polar cataract,GJA3,gap junction protein alpha 3,13q12.11
98993,Early-onset posterior polar cataract,MIP,major intrinsic protein of lens fiber,12q13.3
98993,Early-onset posterior polar cataract,CHMP4B,charged multivesicular body protein 4B,20q11.22
98993,Early-onset posterior polar cataract,EPHA2,EPH receptor A2,1p36.13
98993,Early-onset posterior polar cataract,PANK4,pantothenate kinase 4 (inactive),1p36.32
99001,Butterfly-shaped pigment dystrophy,PRPH2,peripherin 2,6p21.1
99001,Butterfly-shaped pigment dystrophy,OTX2,orthodenticle homeobox 2,14q22.3
99001,Butterfly-shaped pigment dystrophy,CTNNA1,catenin alpha 1,5q31.2
99002,Reticular dystrophy of the retinal pigment epithelium,RCBTB1,RCC1 and BTB domain containing protein 1,13q14.2
99000,Adult-onset foveomacular vitelliform dystrophy,PRPH2,peripherin 2,6p21.1
99000,Adult-onset foveomacular vitelliform dystrophy,BEST1,bestrophin 1,11q12.3
99000,Adult-onset foveomacular vitelliform dystrophy,IMPG2,interphotoreceptor matrix proteoglycan 2,3q12.3
99000,Adult-onset foveomacular vitelliform dystrophy,IMPG1,interphotoreceptor matrix proteoglycan 1,6q14.1
99003,Multifocal pattern dystrophy simulating fundus flavimaculatus,PRPH2,peripherin 2,6p21.1
99013,Spastic paraplegia type 7,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin",16q24.3
99014,X-linked Charcot-Marie-Tooth disease type 5,PRPS1,phosphoribosyl pyrophosphate synthetase 1,Xq22.3
99015,Spastic paraplegia type 2,PLP1,proteolipid protein 1,Xq22.2
585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,PDGFRA,platelet derived growth factor receptor alpha,4q12
585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,FOXP1,forkhead box P1,3p13
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",9q34.12
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),BCR,BCR activator of RhoGEF and GTPase,22q11.23
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),IKZF1,IKAROS family zinc finger 1,7p12.2
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),TP53,tumor protein p53,17p13.1
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),FLT3,fms related receptor tyrosine kinase 3,13q12.2
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),HLA-C,"major histocompatibility complex, class I, C",6p21.33
585936,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,GATA3,GATA binding protein 3,10p14
585936,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,10p12.2
585918,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),KMT2A,lysine methyltransferase 2A,11q23.3
585929,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),ETV6,ETS variant transcription factor 6,12p13.2
99027,Adult-onset autosomal dominant leukodystrophy,LMNB1,lamin B1,5q23.2
585956,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),TCF3,transcription factor 3,19p13.3
585956,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),PBX1,PBX homeobox 1,1q23.3
585948,B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3),IGH,immunoglobulin heavy locus,14q32.33
99042,Congenitally uncorrected transposition of the great arteries with coarctation,CFC1,"cryptic, EGF-CFC family member 1",2q21.1
98676,Autosomal recessive isolated optic atrophy,YME1L1,YME1 like 1 ATPase,10p12.1
98676,Autosomal recessive isolated optic atrophy,ACO2,aconitase 2,22q13.2
98676,Autosomal recessive isolated optic atrophy,RTN4IP1,reticulon 4 interacting protein 1,6q21
98676,Autosomal recessive isolated optic atrophy,MCAT,malonyl-CoA-acyl carrier protein transacylase,22q13.2
98673,"Autosomal dominant optic atrophy, classic form",OPA1,OPA1 mitochondrial dynamin like GTPase,3q29
98673,"Autosomal dominant optic atrophy, classic form",DNM1L,dynamin 1 like,12p11.21
98619,Rare isolated myopia,SLC39A5,solute carrier family 39 member 5,12q13.3
98619,Rare isolated myopia,SCO2,synthesis of cytochrome C oxidase 2,22q13.33
98619,Rare isolated myopia,P3H2,prolyl 3-hydroxylase 2,3q28
98619,Rare isolated myopia,LRPAP1,LDL receptor related protein associated protein 1,4p16.3
583602,Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency,PSAT1,phosphoserine aminotransferase 1,9q21.2
583607,Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,PHGDH,phosphoglycerate dehydrogenase,1p12
583612,Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency,PSPH,phosphoserine phosphatase,7p11.2
98795,Angelman syndrome due to paternal uniparental disomy of chromosome 15,UBE3A,ubiquitin protein ligase E3A,15q11.2
98794,Angelman syndrome due to maternal 15q11q13 deletion,UBE3A,ubiquitin protein ligase E3A,15q11.2
98794,Angelman syndrome due to maternal 15q11q13 deletion,OCA2,OCA2 melanosomal transmembrane protein,15q12-q13.1
98791,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,HBA2,hemoglobin subunit alpha 2,16p13.3
98791,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,HBA1,hemoglobin subunit alpha 1,16p13.3
98806,"Primary dystonia, DYT6 type",THAP1,THAP domain containing 1,8p11.21
98805,"Primary dystonia, DYT4 type",TUBB4A,tubulin beta 4A class IVa,19p13.3
98784,Sleep-related hypermotor epilepsy,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,20q13.33
98784,Sleep-related hypermotor epilepsy,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,8p21.2
98784,Sleep-related hypermotor epilepsy,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,1q21.3
98784,Sleep-related hypermotor epilepsy,KCNT1,potassium sodium-activated channel subfamily T member 1,9q34.3
98784,Sleep-related hypermotor epilepsy,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",22q12.2-q12.3
98784,Sleep-related hypermotor epilepsy,CRH,corticotropin releasing hormone,8q13.1
98784,Sleep-related hypermotor epilepsy,CABP4,calcium binding protein 4,11q13.2
98764,Spinocerebellar ataxia type 27A,FGF14,fibroblast growth factor 14,13q33.1
98763,Spinocerebellar ataxia type 14,PRKCG,protein kinase C gamma,19q13.42
98766,Spinocerebellar ataxia type 5,SPTBN2,"spectrin beta, non-erythrocytic 2",11q13.2
98765,Spinocerebellar ataxia type 4,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4,16q22.1
98760,Spinocerebellar ataxia type 8,ATXN8,ataxin 8,13q21.33
98760,Spinocerebellar ataxia type 8,ATXN8OS,ATXN8 opposite strand lncRNA,13q21.33
98759,Spinocerebellar ataxia type 17,TBP,TATA-box binding protein,6q27
98762,Spinocerebellar ataxia type 12,PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta,5q32
98761,Spinocerebellar ataxia type 10,ATXN10,ataxin 10,22q13.31
98772,Spinocerebellar ataxia type 19/22,KCND3,potassium voltage-gated channel subfamily D member 3,1p13.2
98771,Spinocerebellar ataxia type 18,IFRD1,interferon related developmental regulator 1,7q31.1
98773,Spinocerebellar ataxia type 21,TMEM240,transmembrane protein 240,1p36.33
98768,Spinocerebellar ataxia type 13,KCNC3,potassium voltage-gated channel subfamily C member 3,19q13.33
98767,Spinocerebellar ataxia type 11,TTBK2,tau tubulin kinase 2,15q15.2
98769,Spinocerebellar ataxia type 15/16,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3p26.1
580940,QRICH1-related intellectual disability-chondrodysplasia syndrome,QRICH1,glutamine rich 1,3p21.31
580933,Lethal brain and heart developmental defects,SIRT6,sirtuin 6,19p13.3
98755,Spinocerebellar ataxia type 1,ATXN1,ataxin 1,6p22.3
98756,Spinocerebellar ataxia type 2,ATXN2,ataxin 2,12q24.12
98758,Spinocerebellar ataxia type 6,CACNA1A,calcium voltage-gated channel subunit alpha1 A,19p13.13
581271,Cramp-fasciculation syndrome,TRPA1,transient receptor potential cation channel subfamily A member 1,8q21.11
98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,SNRPN,small nuclear ribonucleoprotein polypeptide N,15q11.2
98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,MAGEL2,MAGE family member L2,15q11.2
98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,NDN,"necdin, MAGE family member",15q11.2
98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,OCA2,OCA2 melanosomal transmembrane protein,15q12-q13.1
576232,Partial atrioventricular septal defect with ventricular hypoplasia,GATA4,GATA binding protein 4,8p23.1
576235,Partial atrioventricular septal defect without ventricular hypoplasia,CRELD1,cysteine rich with EGF like domains 1,3p25.3
576227,Complete atrioventricular septal defect without ventricular hypoplasia,MEF2C,myocyte enhancer factor 2C,5q14.3
575553,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,CTSA,cathepsin A,20q13.12
